IdCliente;Edad;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Crédito Hipotecario;Tiene Crédito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
21185;53;Gerente;Divorciado;Técnico Profesional;No;4095000;Si;No;Celular;0;No
21186;57;Trabajador Dependiente;Soltero;Universitario;No;283000;Si;No;Celular;4;No
21187;53;Trabajador Dependiente;Soltero;Universitario;No;576000;Si;Si;Celular;0;No
21188;59;Trabajador Dependiente;Soltero;Universitario;No;825000;Si;No;Celular;1;No
21189;53;Trabajador Dependiente;Soltero;Universitario;No;315000;Si;No;Celular;0;No
21190;60;Trabajador Dependiente;Casado;Universitario;No;565000;Si;Si;Celular;0;No
21191;58;Trabajador Dependiente;Casado;Universitario;No;2129000;Si;No;Celular;0;No
21192;59;Gerente;Casado;Universitario;No;384000;No;No;Celular;2;No
21193;56;Gerente;Soltero;Universitario;No;759000;Si;No;Fono Particular;5;No
21194;53;Trabajador Dependiente;Soltero;Universitario;No;1530000;Si;No;Celular;1;No
21195;57;Trabajador Dependiente;Casado;Universitario;No;481000;Si;No;Celular;1;No
21196;55;Trabajador Dependiente;Soltero;Universitario;No;956000;Si;No;Celular;0;No
21197;60;Técnico;Casado;Técnico Profesional;No;232000;No;No;Celular;0;No
21198;56;Trabajador Dependiente;Divorciado;Universitario;No;399000;No;No;Celular;0;No
21199;59;Trabajador Dependiente;Soltero;Universitario;No;366000;Si;Si;Celular;1;No
21200;56;Gerente;Soltero;Universitario;No;732000;No;No;Celular;0;No
21201;55;Técnico;Casado;Técnico Profesional;No;56000;Si;Si;Celular;1;No
21202;54;Trabajador Independiente;Divorciado;Enseñanza Media;No;172000;No;No;Celular;0;No
21203;54;Trabajador Dependiente;Divorciado;Universitario;No;4168000;Si;No;Celular;3;No
21204;53;Técnico;Soltero;Técnico Profesional;Si;45000;No;Si;Celular;23;No
21205;53;Gerente;Casado;Universitario;No;351000;Si;No;Celular;3;No
21206;54;Trabajador Dependiente;Divorciado;Universitario;No;388000;No;No;Celular;0;No
21207;57;Obrero;Divorciado;Enseñanza Media;No;94000;Si;No;Celular;1;No
21208;55;Gerente;Soltero;Universitario;No;1361000;No;No;Celular;0;Si
21209;58;Trabajador Dependiente;Soltero;Universitario;No;185000;No;No;Celular;0;No
21210;57;Trabajador Dependiente;Divorciado;Universitario;No;841000;No;Si;Fono Particular;0;No
21211;60;Trabajador Dependiente;Casado;Universitario;No;1159000;No;No;Fono Particular;0;No
21212;56;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;471000;Si;No;Celular;2;Si
21213;56;Trabajador Dependiente;Casado;Universitario;No;750000;Si;Si;Celular;1;No
21214;54;Obrero;Casado;Enseñanza Básica;No;127000;Si;No;Celular;0;No
21215;46;Obrero;Casado;Enseñanza Básica;No;-214000;Si;No;Celular;1;No
21216;58;Trabajador Dependiente;Casado;Universitario;No;644000;Si;No;Celular;1;No
21217;57;Trabajador Independiente;Casado;Enseñanza Media;No;31000;Si;No;Celular;6;No
21218;60;Trabajador Dependiente;Soltero;Universitario;No;2284000;Si;No;Fono Particular;0;No
21219;58;Trabajador Dependiente;Casado;Universitario;No;887000;Si;No;Celular;0;No
21220;55;Trabajador Dependiente;Divorciado;Universitario;No;452000;No;No;Celular;0;No
21221;61;Trabajador Dependiente;Casado;Universitario;No;809000;No;No;Celular;0;No
21222;55;Trabajador Dependiente;Casado;Universitario;No;326000;No;No;Celular;0;No
21223;53;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;Si;Celular;0;No
21224;61;Técnico;Casado;Técnico Profesional;No;17000;No;No;Fono Particular;0;No
21225;58;Gerente;Casado;Universitario;No;8969000;Si;No;Celular;0;No
21226;54;Trabajador Independiente;Soltero;Universitario;No;1693000;Si;No;Celular;0;No
21227;54;Trabajador Dependiente;Soltero;Universitario;No;856000;Si;No;Fono Particular;0;No
21228;59;Gerente;Casado;Universitario;No;5010000;No;No;Celular;0;No
21229;59;Trabajador Dependiente;Divorciado;Universitario;No;5766000;Si;Si;Celular;1;No
21230;59;Trabajador Dependiente;Divorciado;Técnico Profesional;No;5847000;No;No;Fono Particular;0;No
21231;56;Gerente;Soltero;Universitario;No;1623000;Si;No;Celular;2;No
21232;60;Gerente;Soltero;Universitario;No;9916000;No;No;Fono Particular;0;No
21233;55;Trabajador Dependiente;Casado;Universitario;No;5060000;No;No;Emailing;0;Si
21234;60;Trabajador Dependiente;Casado;Universitario;No;718000;Si;Si;Fono Particular;0;No
21235;57;Gerente;Casado;Universitario;No;3352000;Si;No;Fono Particular;0;Si
21236;54;Técnico;Divorciado;Técnico Profesional;No;568000;Si;No;Emailing;0;Si
21237;61;Trabajador Dependiente;Divorciado;Universitario;No;1871000;Si;No;Celular;0;No
21238;61;Trabajador Dependiente;Casado;Universitario;No;1952000;Si;No;Celular;0;No
21239;53;Técnico;Casado;Técnico Profesional;No;0;Si;No;Celular;1;No
21240;53;Trabajador Dependiente;Soltero;Universitario;No;0;No;Si;Celular;0;No
21241;55;Trabajador Dependiente;Soltero;Universitario;No;677000;Si;No;Celular;5;No
21242;60;Técnico;Casado;Técnico Profesional;No;529000;No;Si;Celular;0;No
21243;54;Trabajador Dependiente;Casado;Enseñanza Media;No;28000;No;No;Fono Particular;0;No
21244;53;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
21245;59;Obrero;Casado;Enseñanza Básica;No;69000;Si;No;Celular;0;No
21246;50;Trabajador Dependiente;Divorciado;Universitario;No;-75000;Si;No;Celular;0;No
21247;55;Trabajador Dependiente;Casado;Universitario;No;5060000;No;No;Celular;1;Si
21248;55;Trabajador Dependiente;Divorciado;Universitario;No;4736000;Si;No;Celular;0;Si
21249;54;Trabajador Dependiente;Casado;Enseñanza Media;No;100000;Si;No;Celular;0;No
21250;61;Trabajador Dependiente;Casado;Universitario;No;89000;Si;Si;Fono Particular;0;No
21251;54;Trabajador Dependiente;Casado;Universitario;No;451000;Si;No;Celular;1;No
21252;53;Trabajador Dependiente;Divorciado;Universitario;No;108000;No;No;Celular;0;No
21253;57;Trabajador Dependiente;Divorciado;Universitario;No;49000;No;No;Celular;0;No
21254;58;Trabajador Dependiente;Casado;Enseñanza Básica;No;1832000;No;No;Celular;0;No
21255;53;Trabajador Dependiente;Casado;Universitario;No;99000;No;No;Celular;0;No
21256;60;Trabajador Dependiente;Casado;Universitario;No;16000;No;Si;Celular;0;No
21257;56;Técnico;Casado;Técnico Profesional;No;516000;Si;No;Celular;1;No
21258;59;Trabajador Dependiente;Casado;Universitario;No;3462000;Si;No;Celular;4;No
21259;56;Obrero;Divorciado;Enseñanza Media;No;201000;Si;No;Celular;0;No
21260;56;Trabajador Dependiente;Casado;Universitario;No;1389000;Si;No;Celular;0;No
21261;55;Trabajador Dependiente;Casado;Universitario;No;1289000;No;No;Celular;0;No
21262;60;Gerente;Divorciado;Universitario;No;3355000;No;No;Celular;0;No
21263;55;Trabajador Dependiente;Casado;Universitario;No;1451000;No;No;Celular;0;Si
21264;54;Trabajador Dependiente;Casado;Universitario;No;1000;Si;No;Fono Particular;0;No
21265;59;Técnico;Casado;Técnico Profesional;No;312000;No;No;Celular;0;No
21266;56;Gerente;Casado;Universitario;No;363000;Si;Si;Celular;2;No
21267;49;Obrero;Casado;Enseñanza Básica;Si;-310000;Si;Si;Celular;5;No
21268;53;Trabajador Dependiente;Casado;Universitario;No;198000;Si;No;Celular;8;No
21269;60;Trabajador Dependiente;Casado;Universitario;No;592000;Si;No;Celular;2;No
21270;60;Trabajador Dependiente;Casado;Universitario;No;664000;Si;Si;Celular;0;No
21271;61;Trabajador Dependiente;Casado;Universitario;No;503000;Si;Si;Celular;0;No
21272;56;Trabajador Dependiente;Soltero;Universitario;No;7968000;No;No;Celular;0;Si
21273;53;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;No;Celular;3;No
21274;61;Trabajador Dependiente;Casado;Universitario;No;1808000;Si;No;Celular;0;Si
21275;54;Empresario;Casado;Universitario;No;1729000;Si;No;Celular;0;No
21276;56;Técnico;Casado;Técnico Profesional;No;210000;Si;No;Celular;0;No
21277;60;Obrero;Casado;Enseñanza Básica;No;106000;Si;No;Celular;1;No
21278;59;Trabajador Dependiente;Divorciado;Universitario;No;1194000;Si;No;Celular;2;No
21279;50;Obrero;Casado;Enseñanza Básica;No;-48000;Si;No;Celular;0;No
21280;52;Obrero;Divorciado;Enseñanza Media;No;-244000;Si;No;Celular;0;No
21281;58;Trabajador Dependiente;Casado;Universitario;No;419000;Si;Si;Celular;1;No
21282;53;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Celular;3;No
21283;56;Trabajador Dependiente;Casado;Universitario;No;3126000;Si;No;Celular;0;No
21284;54;Trabajador Dependiente;Casado;Universitario;No;226000;Si;No;Celular;0;No
21285;61;Trabajador Dependiente;Soltero;Universitario;No;1547000;Si;No;Celular;1;No
21286;59;Trabajador Dependiente;Casado;Universitario;No;1185000;Si;No;Celular;0;No
21287;55;Técnico;Soltero;Técnico Profesional;No;281000;Si;No;Celular;2;No
21288;53;Trabajador Independiente;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
21289;61;Trabajador Dependiente;Casado;Universitario;No;6767000;Si;No;Celular;2;No
21290;61;Trabajador Dependiente;Casado;Enseñanza Básica;No;170000;Si;Si;Celular;0;No
21291;54;Trabajador Independiente;Casado;Enseñanza Media;No;1270000;Si;No;Celular;0;No
21292;53;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
21293;58;Obrero;Casado;Enseñanza Básica;No;14000;Si;No;Celular;0;No
21294;55;Trabajador Dependiente;Divorciado;Universitario;No;209000;Si;No;Celular;3;No
21295;56;Trabajador Dependiente;Casado;Enseñanza Básica;No;129000;Si;No;Celular;0;No
21296;56;Trabajador Dependiente;Casado;Universitario;No;498000;Si;No;Celular;4;No
21297;53;Trabajador Dependiente;Casado;Universitario;No;1836000;Si;No;Celular;0;Si
21298;55;Trabajador Dependiente;Casado;Técnico Profesional;No;9110000;Si;No;Celular;3;No
21299;56;Trabajador Dependiente;Casado;Universitario;No;327000;Si;No;Celular;1;No
21300;48;Trabajador Dependiente;Soltero;Universitario;No;-50000;Si;No;Celular;1;No
21301;53;Trabajador Dependiente;Casado;Universitario;No;1116000;Si;No;Celular;2;No
21302;60;Trabajador Dependiente;Casado;Universitario;No;1411000;Si;No;Celular;2;No
21303;59;Trabajador Dependiente;Casado;Enseñanza Media;No;51000;Si;No;Celular;0;No
21304;56;Trabajador Dependiente;Casado;Universitario;No;1011000;Si;No;Celular;0;No
21305;55;Trabajador Dependiente;Casado;Universitario;No;695000;Si;No;Celular;10;No
21306;61;Trabajador Dependiente;Casado;Universitario;No;1844000;Si;No;Celular;0;No
21307;61;Obrero;Casado;Enseñanza Básica;No;98000;Si;No;Celular;5;No
21308;45;Trabajador Dependiente;Casado;Universitario;No;-17000;Si;Si;Celular;1;No
21309;53;Obrero;Soltero;Enseñanza Básica;No;0;Si;Si;Celular;0;No
21310;61;Trabajador Dependiente;Casado;Enseñanza Básica;No;4904000;Si;No;Celular;1;No
21311;53;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;0;No
21312;47;Obrero;Casado;Enseñanza Media;Si;-438000;No;No;Celular;0;No
21313;50;Trabajador Dependiente;Casado;Enseñanza Media;No;-192000;Si;No;Celular;0;No
21314;54;Trabajador Dependiente;Soltero;Universitario;No;208000;Si;Si;Celular;0;No
21315;58;Técnico;Soltero;Técnico Profesional;No;374000;Si;Si;Celular;0;No
21316;56;Técnico;Soltero;Técnico Profesional;No;3000;Si;Si;Celular;9;No
21317;60;Técnico;Divorciado;Técnico Profesional;No;16000;Si;No;Fono Particular;5;No
21318;58;Trabajador Dependiente;Casado;Universitario;No;4136000;Si;No;Celular;5;No
21319;55;Trabajador Dependiente;Casado;Universitario;No;2495000;Si;No;Celular;3;No
21320;55;Trabajador Dependiente;Casado;Universitario;No;1397000;Si;No;Fono Particular;1;No
21321;59;Obrero;Casado;Enseñanza Media;No;87000;Si;No;Celular;0;No
21322;57;Trabajador Dependiente;Casado;Universitario;No;949000;Si;No;Celular;8;No
21323;61;Trabajador Dependiente;Casado;Universitario;No;332000;Si;No;Celular;3;No
21324;55;Trabajador Dependiente;Casado;Enseñanza Media;No;56000;Si;No;Celular;0;No
21325;56;Trabajador Dependiente;Divorciado;Universitario;No;768000;Si;No;Celular;0;No
21326;59;Trabajador Dependiente;Casado;Universitario;No;780000;Si;No;Celular;1;No
21327;53;Trabajador Dependiente;Casado;Universitario;No;1872000;No;No;Celular;0;No
21328;60;Empresario;Casado;Universitario;No;2644000;Si;No;Celular;1;No
21329;55;Trabajador Dependiente;Casado;Universitario;No;10406000;No;No;Celular;4;No
21330;54;Trabajador Dependiente;Casado;Universitario;No;3430000;Si;No;Celular;0;No
21331;59;Trabajador Dependiente;Casado;Enseñanza Media;No;87000;Si;Si;Celular;4;No
21332;54;Trabajador Dependiente;Casado;Universitario;No;5248000;Si;Si;Celular;8;No
21333;61;Trabajador Dependiente;Casado;Universitario;No;638000;Si;Si;Celular;2;No
21334;53;Trabajador Dependiente;Soltero;Enseñanza Media;No;0;No;No;Celular;0;No
21335;61;Gerente;Casado;Universitario;No;6695000;Si;No;Celular;1;No
21336;58;Trabajador Dependiente;Casado;Universitario;No;9374000;Si;No;Celular;1;No
21337;58;Gerente;Casado;Universitario;No;752000;No;Si;Celular;1;No
21338;53;Trabajador Dependiente;Casado;Universitario;No;990000;Si;No;Celular;0;No
21339;61;Empresario;Casado;Enseñanza Media;No;2663000;Si;Si;Celular;0;No
21340;55;Trabajador Dependiente;Casado;Universitario;No;767000;Si;No;Celular;0;No
21341;56;Técnico;Casado;Técnico Profesional;No;372000;Si;No;Celular;2;No
21342;51;Obrero;Casado;Enseñanza Media;Si;-605000;Si;Si;Celular;1;No
21343;57;Trabajador Dependiente;Casado;Universitario;No;1831000;No;No;Celular;0;No
21344;53;Trabajador Dependiente;Casado;Enseñanza Básica;No;72000;Si;Si;Celular;0;No
21345;54;Empresario;Casado;Universitario;No;865000;No;No;Celular;0;No
21346;59;Trabajador Dependiente;Casado;Universitario;No;87000;Si;Si;Celular;0;No
21347;57;Trabajador Dependiente;Casado;Enseñanza Media;No;67000;No;No;Celular;0;No
21348;55;Trabajador Dependiente;Soltero;Universitario;No;19343000;Si;No;Celular;4;No
21349;58;Trabajador Independiente;Soltero;Universitario;No;10346000;No;No;Celular;1;Si
21350;58;Trabajador Dependiente;Divorciado;Universitario;No;5666000;No;Si;Celular;0;No
21351;61;Trabajador Dependiente;Casado;Técnico Profesional;No;35000;No;No;Celular;3;No
21352;53;Gerente;Casado;Universitario;No;2763000;Si;No;Celular;2;Si
21353;53;Trabajador Dependiente;Casado;Universitario;No;-63000;No;Si;Celular;0;No
21354;56;Trabajador Dependiente;Casado;Universitario;No;3765000;Si;No;Celular;0;No
21355;53;Trabajador Dependiente;Casado;Universitario;No;2574000;Si;No;Celular;0;No
21356;59;Gerente;Soltero;Universitario;No;1527000;No;Si;Celular;0;No
21357;54;Gerente;Divorciado;Universitario;No;9541000;No;No;Celular;1;No
21358;61;Técnico;Soltero;Técnico Profesional;No;431000;No;No;Celular;0;Si
21359;60;Trabajador Dependiente;Casado;Universitario;No;2266000;No;No;Celular;7;Si
21360;56;Trabajador Dependiente;Casado;Universitario;No;3126000;Si;No;Celular;2;No
21361;59;Gerente;Soltero;Universitario;No;1509000;No;No;Celular;3;No
21362;61;Trabajador Dependiente;Casado;Universitario;No;260000;Si;No;Celular;5;No
21363;53;Trabajador Dependiente;Soltero;Universitario;No;72000;No;No;Celular;0;No
21364;61;Técnico;Casado;Técnico Profesional;No;206000;No;No;Celular;4;No
21365;56;Trabajador Dependiente;Casado;Universitario;No;3126000;Si;No;Celular;5;No
21366;56;Trabajador Dependiente;Casado;Universitario;No;11766000;Si;No;Celular;9;Si
21367;58;Trabajador Dependiente;Soltero;Universitario;No;257000;No;No;Celular;1;No
21368;58;Trabajador Dependiente;Casado;Universitario;No;275000;Si;No;Celular;0;No
21369;56;Gerente;Casado;Universitario;No;5142000;No;No;Celular;1;No
21370;58;Trabajador Dependiente;Divorciado;Universitario;No;212000;No;No;Emailing;0;No
21371;54;Técnico;Soltero;Técnico Profesional;No;226000;No;No;Celular;0;No
21372;54;Trabajador Dependiente;Casado;Universitario;No;1108000;No;No;Celular;5;No
21373;58;Trabajador Dependiente;Casado;Universitario;No;4298000;No;No;Celular;0;No
21374;57;Trabajador Independiente;Soltero;Universitario;No;2893000;No;No;Celular;0;No
21375;54;Trabajador Dependiente;Soltero;Universitario;No;595000;Si;No;Celular;0;Si
21376;54;Trabajador Dependiente;Casado;Universitario;No;694000;Si;No;Celular;9;Si
21377;61;Trabajador Dependiente;Casado;Enseñanza Media;No;17000;No;No;Celular;0;No
21378;57;Trabajador Dependiente;Soltero;Universitario;No;985000;Si;No;Celular;8;Si
21379;61;Gerente;Casado;Universitario;No;8963000;No;No;Celular;0;No
21380;54;Trabajador Dependiente;Casado;Universitario;No;1819000;No;No;Celular;0;No
21381;55;Trabajador Independiente;Casado;Universitario;No;191000;Si;No;Celular;0;No
21382;57;Trabajador Dependiente;Casado;Enseñanza Básica;No;229000;Si;No;Celular;0;No
21383;57;Técnico;Soltero;Técnico Profesional;No;445000;Si;No;Celular;0;No
21384;58;Técnico;Casado;Técnico Profesional;No;203000;Si;No;Celular;0;No
21385;50;Trabajador Dependiente;Casado;Enseñanza Media;Si;-345000;Si;No;Celular;0;No
21386;61;Trabajador Dependiente;Casado;Universitario;No;3131000;Si;No;Celular;0;No
21387;58;Técnico;Casado;Técnico Profesional;No;95000;No;No;Celular;0;No
21388;56;Trabajador Dependiente;Casado;Universitario;No;66000;No;No;Celular;0;No
21389;61;Trabajador Dependiente;Casado;Universitario;No;143000;No;No;Celular;0;No
21390;60;Gerente;Divorciado;Universitario;No;862000;Si;No;Celular;0;No
21391;54;Trabajador Dependiente;Casado;Universitario;No;163000;No;No;Celular;0;No
21392;48;Técnico;Soltero;Técnico Profesional;No;-239000;No;No;Celular;0;No
21393;57;Gerente;Divorciado;Universitario;No;823000;No;No;Celular;0;No
21394;59;Técnico;Casado;Técnico Profesional;No;42000;No;No;Celular;0;No
21395;56;Técnico;Casado;Técnico Profesional;No;372000;Si;No;Celular;0;No
21396;58;Técnico;Divorciado;Técnico Profesional;No;275000;No;No;Celular;0;No
21397;55;Obrero;Soltero;Enseñanza Media;No;29000;No;No;Fono Particular;0;No
21398;53;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;0;No
21399;59;Gerente;Divorciado;Universitario;No;492000;No;Si;Celular;0;No
21400;53;Técnico;Casado;Técnico Profesional;No;351000;No;Si;Celular;0;No
21401;53;Técnico;Casado;Técnico Profesional;No;0;No;Si;Celular;0;No
21402;52;Trabajador Dependiente;Soltero;Enseñanza Media;No;-1000;No;No;Celular;0;No
21403;55;Trabajador Dependiente;Casado;Universitario;No;326000;Si;Si;Celular;0;No
21404;57;Trabajador Dependiente;Casado;Universitario;No;193000;Si;Si;Celular;0;No
21405;48;Obrero;Casado;Enseñanza Básica;Si;-23000;No;Si;Celular;0;No
21406;48;Trabajador Dependiente;Divorciado;Universitario;Si;-626000;Si;No;Celular;0;No
21407;55;Trabajador Dependiente;Divorciado;Universitario;No;1694000;No;No;Celular;0;Si
21408;57;Gerente;Casado;Universitario;No;4396000;No;No;Celular;0;Si
21409;58;Gerente;Casado;Universitario;No;2840000;Si;No;Celular;0;No
21410;61;Obrero;Casado;Enseñanza Básica;No;143000;No;Si;Celular;0;No
21411;53;Trabajador Dependiente;Casado;Enseñanza Básica;No;-45000;No;Si;Celular;0;No
21412;54;Gerente;Casado;Universitario;No;3160000;No;No;Celular;0;No
21413;53;Trabajador Dependiente;Soltero;Universitario;No;0;No;No;Celular;0;No
21414;59;Técnico;Divorciado;Técnico Profesional;No;6000;No;No;Celular;0;No
21415;53;Empresario;Casado;Técnico Profesional;No;324000;Si;No;Celular;0;No
21416;56;Técnico;Casado;Técnico Profesional;No;336000;No;No;Celular;0;No
21417;59;Trabajador Dependiente;Casado;Universitario;No;105000;Si;Si;Celular;0;No
21418;55;Trabajador Dependiente;Casado;Universitario;No;254000;Si;No;Celular;0;No
21419;53;Trabajador Dependiente;Casado;Universitario;No;1395000;Si;Si;Celular;0;No
21420;60;Trabajador Dependiente;Casado;Enseñanza Básica;No;34000;No;No;Celular;0;No
21421;58;Obrero;Casado;Enseñanza Media;No;50000;No;No;Celular;0;No
21422;53;Trabajador Dependiente;Soltero;Universitario;No;0;Si;No;Celular;0;No
21423;53;Técnico;Divorciado;Técnico Profesional;No;0;No;No;Celular;0;No
21424;56;Gerente;Divorciado;Universitario;No;390000;No;No;Celular;0;No
21425;60;Gerente;Casado;Universitario;No;4381000;No;No;Fono Particular;0;No
21426;59;Trabajador Independiente;Casado;Técnico Profesional;No;6000;Si;No;Celular;0;No
21427;61;Trabajador Dependiente;Casado;Enseñanza Básica;No;224000;Si;No;Celular;0;No
21428;55;Trabajador Dependiente;Casado;Universitario;No;1073000;No;No;Celular;0;No
21429;56;Técnico;Divorciado;Técnico Profesional;No;237000;No;No;Celular;0;No
21430;55;Gerente;Casado;Universitario;No;830000;No;No;Celular;0;No
21431;55;Trabajador Independiente;Casado;Enseñanza Media;No;2000;No;No;Celular;0;No
21432;60;Técnico;Casado;Técnico Profesional;No;214000;No;No;Celular;0;No
21433;59;Gerente;Casado;Universitario;No;24450000;No;No;Celular;0;No
21434;57;Técnico;Soltero;Técnico Profesional;No;103000;No;No;Celular;0;No
21435;61;Técnico;Soltero;Técnico Profesional;No;539000;No;No;Celular;0;No
21436;59;Trabajador Dependiente;Soltero;Universitario;No;591000;No;Si;Celular;0;No
21437;56;Técnico;Soltero;Técnico Profesional;No;282000;Si;No;Celular;0;No
21438;55;Trabajador Dependiente;Casado;Universitario;No;4610000;No;No;Celular;0;No
21439;53;Trabajador Dependiente;Casado;Universitario;No;864000;No;No;Celular;0;No
21440;54;Gerente;Casado;Universitario;No;8902000;Si;No;Celular;0;No
21441;52;Técnico;Casado;Técnico Profesional;Si;-496000;No;No;Fono Particular;0;No
21442;53;Trabajador Dependiente;Divorciado;Enseñanza Media;No;9000;No;No;Celular;0;No
21443;61;Técnico;Soltero;Técnico Profesional;No;134000;Si;Si;Celular;0;No
21444;56;Trabajador Dependiente;Divorciado;Universitario;No;669000;Si;No;Celular;0;No
21445;53;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
21446;53;Obrero;Casado;Enseñanza Media;No;0;No;No;Celular;0;No
21447;60;Trabajador Dependiente;Divorciado;Universitario;No;205000;No;No;Celular;0;No
21448;59;Obrero;Casado;Enseñanza Media;No;60000;No;Si;Celular;0;No
21449;46;Trabajador Dependiente;Casado;Universitario;No;-7000;No;Si;Fono Particular;0;No
21450;57;Trabajador Dependiente;Divorciado;Universitario;No;274000;Si;Si;Celular;0;No
21451;59;Trabajador Dependiente;Divorciado;Universitario;No;96000;Si;No;Celular;0;No
21452;53;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Celular;0;No
21453;59;Técnico;Casado;Técnico Profesional;No;96000;Si;Si;Celular;2;No
21454;55;Obrero;Casado;Enseñanza Básica;No;119000;Si;No;Celular;2;No
21455;57;Gerente;Casado;Universitario;No;643000;Si;No;Celular;1;No
21456;53;Trabajador Dependiente;Soltero;Enseñanza Media;No;0;Si;No;Celular;0;No
21457;57;Trabajador Dependiente;Casado;Universitario;No;679000;Si;No;Celular;1;No
21458;58;Trabajador Dependiente;Casado;Universitario;No;572000;Si;Si;Celular;1;No
21459;61;Trabajador Dependiente;Soltero;Universitario;No;224000;Si;No;Celular;0;No
21460;55;Trabajador Dependiente;Casado;Universitario;No;1802000;Si;No;Celular;1;No
21461;55;Trabajador Dependiente;Casado;Universitario;No;668000;Si;No;Celular;1;No
21462;58;Trabajador Dependiente;Casado;Universitario;No;824000;Si;No;Celular;0;No
21463;54;Trabajador Dependiente;Divorciado;Universitario;No;190000;Si;Si;Celular;2;No
21464;60;Trabajador Dependiente;Casado;Universitario;No;4795000;Si;No;Celular;0;No
21465;54;Trabajador Dependiente;Casado;Universitario;No;928000;Si;No;Celular;0;No
21466;55;Trabajador Dependiente;Casado;Universitario;No;1028000;Si;Si;Celular;0;No
21467;60;Técnico;Soltero;Técnico Profesional;No;556000;Si;No;Celular;1;No
21468;56;Técnico;Divorciado;Técnico Profesional;No;300000;Si;Si;Celular;0;No
21469;57;Trabajador Dependiente;Casado;Universitario;No;193000;No;No;Celular;0;No
21470;60;Gerente;Divorciado;Universitario;No;502000;Si;No;Celular;3;No
21471;47;Trabajador Dependiente;Casado;Enseñanza Básica;No;-78000;No;No;Celular;0;No
21472;56;Gerente;Casado;Universitario;No;1308000;No;No;Fono Particular;0;Si
21473;59;Trabajador Dependiente;Casado;Enseñanza Básica;No;69000;No;Si;Celular;0;No
21474;54;Trabajador Independiente;Soltero;Técnico Profesional;No;109000;Si;No;Celular;0;No
21475;58;Trabajador Dependiente;Casado;Universitario;No;293000;No;No;Fono Particular;0;No
21476;54;Trabajador Dependiente;Casado;Enseñanza Básica;No;658000;Si;No;Celular;0;No
21477;53;Trabajador Dependiente;Casado;Universitario;No;1674000;Si;Si;Celular;2;No
21478;55;Trabajador Dependiente;Divorciado;Universitario;No;1082000;No;No;Celular;0;No
21479;53;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;No;Celular;1;No
21480;56;Trabajador Dependiente;Soltero;Universitario;No;5061000;No;Si;Celular;0;No
21481;58;Empresario;Divorciado;Enseñanza Media;No;1247000;Si;No;Celular;0;No
21482;56;Técnico;Divorciado;Técnico Profesional;No;93000;No;No;Celular;0;No
21483;59;Trabajador Dependiente;Casado;Universitario;No;231000;Si;No;Celular;0;No
21484;58;Trabajador Dependiente;Soltero;Universitario;No;1175000;No;No;Celular;0;Si
21485;53;Técnico;Casado;Técnico Profesional;No;0;No;No;Celular;0;No
21486;60;Trabajador Independiente;Casado;Universitario;No;13669000;No;No;Celular;0;No
21487;56;Trabajador Dependiente;Casado;Universitario;No;1641000;Si;No;Celular;0;No
21488;55;Trabajador Dependiente;Casado;Universitario;No;5087000;Si;No;Celular;0;No
21489;59;Trabajador Dependiente;Casado;Universitario;No;1293000;Si;No;Celular;0;No
21490;56;Trabajador Dependiente;Casado;Universitario;No;3090000;Si;No;Celular;0;No
21491;58;Técnico;Casado;Técnico Profesional;No;158000;Si;No;Celular;0;No
21492;57;Trabajador Dependiente;Soltero;Universitario;No;985000;Si;No;Celular;5;No
21493;53;Trabajador Dependiente;Divorciado;Universitario;No;1062000;Si;No;Celular;4;No
21494;55;Trabajador Dependiente;Casado;Universitario;No;677000;Si;No;Celular;0;No
21495;58;Técnico;Casado;Técnico Profesional;No;284000;Si;No;Celular;0;No
21496;59;Trabajador Dependiente;Casado;Universitario;No;2364000;Si;No;Celular;0;No
21497;60;Obrero;Soltero;Enseñanza Media;No;169000;Si;No;Celular;1;No
21498;60;Obrero;Casado;Enseñanza Básica;No;106000;Si;No;Celular;0;No
21499;54;Trabajador Dependiente;Casado;Universitario;No;1270000;No;No;Celular;0;No
21500;60;Trabajador Dependiente;Casado;Universitario;No;1060000;Si;No;Celular;0;No
21501;54;Gerente;Casado;Universitario;No;640000;Si;No;Celular;0;No
21502;53;Gerente;Casado;Universitario;No;1548000;Si;No;Celular;0;No
21503;50;Trabajador Dependiente;Soltero;Universitario;Si;-318000;Si;Si;Celular;0;No
21504;56;Trabajador Dependiente;Casado;Universitario;No;1074000;Si;No;Celular;0;No
